Date,Open,High,Low,Close,Adj Close,Volume,open_moving_avg_50
2009-02-09,2.649167,2.73,2.601667,2.669167,2.097218,123003600,2.7203499600000005
2009-02-10,2.595833,2.6675,2.2475,2.2975,1.805191,261804000,2.72051662
2009-02-11,2.333333,2.375,2.240833,2.3375,1.83662,170080800,2.7073499400000003
2009-02-12,2.225833,2.358333,2.135833,2.351667,1.847751,226532400,2.6944166000000003
2009-02-13,2.334167,2.394167,2.270833,2.28,1.791441,137535600,2.69263328
2009-02-17,2.073333,2.093333,1.958333,1.968333,1.546558,262568400,2.68633328
2009-02-18,2.026667,2.03,1.906667,1.9625,1.541975,197564400,2.6739499600000003
2009-02-19,2.023333,2.0475,1.885833,1.898333,1.491558,187294800,2.6661166199999995
2009-02-20,1.790833,1.9375,1.725,1.835833,1.44245,292909200,2.64126662
2009-02-23,1.905833,1.923333,1.635833,1.655833,1.301021,267398400,2.6191332800000002
2009-02-24,1.685,1.8575,1.6575,1.834167,1.441141,277934400,2.59246662
2009-02-25,1.8025,1.894167,1.699167,1.776667,1.395962,343731600,2.56943328
2009-02-26,1.845833,1.885833,1.688333,1.695833,1.33245,297150000,2.5554832800000002
2009-02-27,1.59,1.7,1.574167,1.586667,1.246675,333808800,2.52921662
2009-03-02,1.4925,1.52,1.358333,1.371667,1.077746,332221200,2.50268328
2009-03-03,1.43,1.43,1.305833,1.34,1.052864,329433600,2.47026662
2009-03-04,1.4075,1.498333,1.3625,1.425,1.119651,362257200,2.4360332799999997
2009-03-05,1.34,1.3875,1.224167,1.258333,0.988697,382197600,2.40398328
2009-03-06,1.2925,1.348333,1.166667,1.259167,0.989352,396495600,2.37163328
2009-03-09,1.209167,1.325833,1.2025,1.216667,0.955959,351142800,2.33984996
2009-03-10,1.3,1.440833,1.29,1.4325,1.125543,385700400,2.3115833
2009-03-11,1.4925,1.533333,1.42,1.458333,1.145841,447939600,2.2859833
2009-03-12,1.458333,1.649167,1.4225,1.635833,1.285306,341392800,2.2593999599999997
2009-03-13,1.673333,1.695,1.585,1.673333,1.314771,373284000,2.23694996
2009-03-16,1.731667,1.791667,1.645,1.6525,1.298402,317324400,2.21269996
2009-03-17,1.66,1.808333,1.6225,1.8025,1.41626,275514000,2.1840999599999997
2009-03-18,1.7775,1.995833,1.73,1.929167,1.515785,387838800,2.15381662
2009-03-19,2.0025,2.004167,1.845833,1.864167,1.464713,294087600,2.12548328
2009-03-20,1.89,1.898333,1.729167,1.7375,1.365188,223050000,2.09866662
2009-03-23,1.8825,2.120833,1.860833,2.1175,1.663761,296656800,2.0752832800000003
2009-03-24,2.025,2.1225,1.976667,1.978333,1.55951,272170800,2.0522666199999997
2009-03-25,2.0375,2.145,1.865,2.033333,1.602866,372982800,2.03463328
2009-03-26,2.11,2.185,2.049167,2.173333,1.713227,333250800,2.02276662
2009-03-27,2.085833,2.124167,2.029167,2.044167,1.611406,249626400,2.01233328
2009-03-30,1.908333,1.909167,1.781667,1.8425,1.452433,216735600,2.00129994
2009-03-31,1.9025,2.000833,1.8625,1.885,1.485935,222627600,1.9867166
2009-04-01,1.820833,2.029167,1.804167,1.998333,1.575275,260770800,1.9734499200000002
2009-04-02,2.170833,2.268333,2.135,2.176667,1.715855,334137600,1.9715999199999998
2009-04-03,2.178333,2.25,2.125833,2.2475,1.771693,205558800,1.9694665800000002
2009-04-06,2.176667,2.211667,2.1,2.199167,1.733592,206715600,1.9700999199999998
2009-04-07,2.085833,2.1225,2.03,2.033333,1.602866,215980800,1.9640665800000001
2009-04-08,2.070833,2.133333,2.036667,2.103333,1.658046,220068000,1.95708324
2009-04-09,2.274167,2.355833,2.2475,2.35,1.852493,244622400,1.95004992
2009-04-13,2.2825,2.4175,2.258333,2.366667,1.865631,182120400,1.9441165800000002
2009-04-14,2.291667,2.3625,2.221667,2.2425,1.767751,226063200,1.94038326
2009-04-15,2.195833,2.318333,2.176667,2.3125,1.822931,229102800,1.94054992
2009-04-16,2.361667,2.47,2.278333,2.415,1.903731,259408800,1.9413666
2009-04-17,2.44,2.510833,2.385833,2.47,1.947088,211032000,1.94199994
2009-04-20,2.330833,2.3425,2.145833,2.1525,1.696804,214047600,1.94303326
2009-04-21,2.1025,2.283333,2.095833,2.278333,1.795998,271872000,1.9354666
2009-04-22,2.209167,2.389167,2.199167,2.2375,1.763809,284221200,1.9266666
2009-04-23,2.264167,2.308333,2.17,2.301667,1.814392,259046400,1.9200332799999997
2009-04-24,2.354167,2.4625,2.3275,2.411667,1.901104,262822800,1.92044996
2009-04-27,2.329167,2.444167,2.314167,2.35,1.852493,235772400,1.92251664
2009-04-28,2.275,2.406667,2.258333,2.334167,1.840012,191420400,1.9213333
2009-04-29,2.395833,2.553333,2.383333,2.469167,1.946432,213756000,1.9277832999999998
2009-04-30,2.571667,2.620833,2.441667,2.473333,1.949716,235899600,1.9386833
2009-05-01,2.486667,2.549167,2.424167,2.5225,1.988473,139549200,1.94794998
2009-05-04,2.5725,2.775833,2.564167,2.774167,2.186861,203774400,1.9635833200000001
2009-05-05,2.745833,2.789167,2.686667,2.744167,2.163212,181232400,1.98038332
2009-05-06,2.855,2.890833,2.744167,2.874167,2.26569,247142400,2.00378332
2009-05-07,2.9675,2.98,2.700833,2.756667,2.173066,247902000,2.02708332
2009-05-08,2.869167,2.973333,2.8075,2.9525,2.32744,249042000,2.0475499999999998
2009-05-11,2.825833,2.868333,2.76,2.786667,2.196715,160106400,2.07226666
2009-05-12,2.820833,2.841667,2.651667,2.763333,2.178321,210037200,2.09883332
2009-05-13,2.634167,2.661667,2.525,2.550833,2.010808,234828000,2.12291666
2009-05-14,2.545,2.6625,2.523333,2.6,2.049566,199932000,2.14566666
2009-05-15,2.6,2.655833,2.491667,2.536667,1.999641,178242000,2.17086666
2009-05-18,2.615,2.768333,2.599167,2.759167,2.175037,193011600,2.19731666
2009-05-19,2.750833,2.8325,2.721667,2.756667,2.173066,162718800,2.22814998
2009-05-20,2.826667,2.914167,2.6925,2.709167,2.135622,232425600,2.25868332
2009-05-21,2.6075,2.641667,2.501667,2.583333,2.036428,203521200,2.28098332
2009-05-22,2.609167,2.653333,2.540833,2.563333,2.020662,161150400,2.3040000000000003
2009-05-26,2.515833,2.789167,2.511667,2.776667,2.188832,206808000,2.32085
2009-05-27,2.776667,2.810833,2.61,2.616667,2.062705,203434800,2.34175
2009-05-28,2.693333,2.759167,2.569167,2.721667,2.145476,230176800,2.36241666
2009-05-29,2.770833,2.875,2.708333,2.860833,2.25518,156828000,2.38228332
2009-06-01,2.98,3.125,2.956667,3.079167,2.42729,167692800,2.40183332
2009-06-02,3.054167,3.150833,3.030833,3.106667,2.448969,155802000,2.42511666
2009-06-03,3.018333,3.03,2.889167,2.979167,2.348461,157880400,2.44783332
2009-06-04,3.0075,3.0675,2.9425,3.049167,2.403642,175689600,2.46748332
2009-06-05,3.1575,3.17,2.984167,3.0575,2.410211,223023600,2.4898833199999997
2009-06-08,2.9875,3.105,2.910833,3.026667,2.385905,159536400,2.50743332
2009-06-09,3.0675,3.12,3.011667,3.074167,2.42335,155650800,2.52706666
2009-06-10,3.150833,3.154167,2.933333,3.049167,2.403642,175136400,2.55191666
2009-06-11,3.065833,3.209167,3.0625,3.091667,2.437145,204170400,2.57518332
2009-06-12,3.0475,3.1125,3.001667,3.11,2.451596,126085200,2.59971666
2009-06-15,3.000833,3.0025,2.845833,2.885833,2.274887,174684000,2.61631666
2009-06-16,2.921667,2.933333,2.765833,2.775,2.187518,182605200,2.63118334
2009-06-17,2.761667,2.831667,2.694167,2.7675,2.181605,208708800,2.6428833399999996
2009-06-18,2.778333,2.8575,2.730833,2.813333,2.217736,159696000,2.65673334
2009-06-19,2.894167,2.909167,2.803333,2.8425,2.240727,144078000,2.67320002
2009-06-22,2.7525,2.765,2.591667,2.596667,2.046939,168792000,2.6827666800000003
2009-06-23,2.604167,2.634167,2.543333,2.591667,2.050367,173306400,2.68920002
2009-06-24,2.651667,2.7375,2.6125,2.6525,2.098494,191844000,2.69640002
2009-06-25,2.615,2.836667,2.605833,2.826667,2.236285,219787200,2.70478336
2009-06-26,2.795,2.849167,2.7625,2.8075,2.221121,133370400,2.71345002
2009-06-29,2.841667,2.900833,2.791667,2.8875,2.284412,113755200,2.7214833599999997
2009-06-30,2.8875,2.923333,2.763333,2.83,2.238921,179834400,2.7326167000000003
2009-07-01,2.864167,2.941667,2.85,2.8625,2.264633,120717600,2.7478500399999994
2009-07-02,2.748333,2.749167,2.625,2.626667,2.078057,146991600,2.75863336
2009-07-06,2.540833,2.626667,2.519167,2.618333,2.071463,133627200,2.7641666799999998
2009-07-07,2.606667,2.618333,2.459167,2.463333,1.948837,159948000,2.76921668
2009-07-08,2.505,2.524167,2.37,2.463333,1.948837,206892000,2.77273334
2009-07-09,2.505833,2.533333,2.450833,2.470833,1.95477,171753600,2.77735
2009-07-10,2.4325,2.500833,2.404167,2.455,1.942245,135909600,2.7780833400000002
2009-07-13,2.483333,2.633333,2.418333,2.628333,2.079375,146958000,2.7763166600000004
2009-07-14,2.6525,2.684167,2.599167,2.680833,2.120909,132357600,2.77963332
2009-07-15,2.788333,2.9325,2.775833,2.914167,2.305509,139839600,2.7839499800000005
2009-07-16,2.888333,3.033333,2.8725,2.996667,2.370778,118136400,2.78679998
2009-07-17,2.991667,3.015,2.941667,2.995,2.369459,111025200,2.78953332
2009-07-20,3.059167,3.108333,3.004167,3.091667,2.445936,138030000,2.7913666600000004
2009-07-21,3.165,3.1725,3.02,3.1325,2.47824,119028000,2.79728332
2009-07-22,3.069167,3.193333,3.068333,3.139167,2.483515,140370000,2.8021499999999997
2009-07-23,3.149167,3.391667,3.140833,3.351667,2.651632,175532400,2.80871668
2009-07-24,3.295833,3.4,3.253333,3.393333,2.684595,111655200,2.8219499999999997
2009-07-27,3.385,3.439167,3.3225,3.424167,2.708989,121465200,2.83875
2009-07-28,3.355,3.429167,3.290833,3.404167,2.693167,139650000,2.85385
2009-07-29,3.328333,3.3775,3.283333,3.345,2.646357,126027600,2.86811666
2009-07-30,3.468333,3.57,3.445833,3.453333,2.732063,166808400,2.88246666
2009-07-31,3.4575,3.533333,3.421667,3.463333,2.739975,151978800,2.89508332
2009-08-03,3.575,3.648333,3.518333,3.635833,2.876446,131858400,2.91443332
2009-08-04,3.593333,3.694167,3.570833,3.671667,2.904796,162132000,2.9341166400000005
2009-08-05,3.681667,3.691667,3.550833,3.635833,2.876446,166682400,2.9574333199999994
2009-08-06,3.6875,3.71,3.533333,3.584167,2.835572,142646400,2.97564998
2009-08-07,3.688333,3.814167,3.6325,3.728333,2.949626,153865200,2.9955499799999994
2009-08-10,3.689167,3.7325,3.6275,3.6975,2.925233,101360400,3.01391666
2009-08-11,3.655833,3.666667,3.5375,3.565,2.820408,127894800,3.0274333199999997
2009-08-12,3.549167,3.764167,3.546667,3.686667,2.916663,125985600,3.03733332
2009-08-13,3.7375,3.771667,3.625,3.760833,2.975339,115600800,3.0517166600000003
2009-08-14,3.765,3.771667,3.558333,3.666667,2.90084,104617200,3.06686666
2009-08-17,3.449167,3.468333,3.379167,3.395833,2.686573,97530000,3.0727
2009-08-18,3.420833,3.515833,3.403333,3.4875,2.759094,78616800,3.08136666
2009-08-19,3.393333,3.606667,3.386667,3.579167,2.831615,100122000,3.0878833200000004
2009-08-20,3.589167,3.705833,3.564167,3.6825,2.913367,92176800,3.0966499999999995
2009-08-21,3.768333,3.9125,3.75,3.889167,3.076869,92438400,3.1107
2009-08-24,3.946667,4.004167,3.8475,3.8825,3.071594,94820400,3.1286833400000003
2009-08-25,3.935,4.019167,3.885833,3.906667,3.090714,126572400,3.14736668
2009-08-26,3.875833,3.963333,3.835,3.911667,3.09467,104142000,3.1664499999999998
2009-08-27,3.899167,3.970833,3.7675,3.941667,3.118404,116272800,3.1892
2009-08-28,4.028333,4.049167,3.856667,3.933333,3.111809,100240800,3.2142
2009-08-31,3.814167,3.841667,3.756667,3.828333,3.02874,81829200,3.2325999999999997
2009-09-01,3.770833,3.92,3.554167,3.576667,2.829638,173712000,3.2529666600000002
2009-09-02,3.525833,3.600833,3.51,3.535,2.796674,89448000,3.27139998
2009-09-03,3.598333,3.639167,3.5125,3.626667,2.869195,75825600,3.2903333
2009-09-04,3.644167,3.783333,3.611667,3.783333,2.99314,68756400,3.31091664
2009-09-08,3.889167,3.895,3.8225,3.890833,3.078187,70411200,3.3327999800000003
2009-09-09,3.903333,4.0225,3.868333,3.980833,3.14939,86215200,3.3540332999999998
2009-09-10,3.989167,4.114167,3.925,4.104167,3.246964,78838800,3.3760666399999995
2009-09-11,4.1325,4.175833,4.049167,4.104167,3.246964,86341200,3.4014333
2009-09-14,4.008333,4.191667,4.004167,4.178333,3.305639,81573600,3.4266333
2009-09-15,4.198333,4.284167,4.123333,4.2375,3.352448,108459600,3.4597833000000002
2009-09-16,4.29,4.4375,4.246667,4.434167,3.508039,79426800,3.49344996
2009-09-17,4.4175,4.575833,4.3375,4.406667,3.486283,133173600,3.53169996
2009-09-18,4.460833,4.47,4.371667,4.415833,3.493535,81897600,3.57079996
2009-09-21,4.320833,4.416667,4.184167,4.384167,3.468483,54210000,3.6085666200000004
2009-09-22,4.458333,4.490833,4.395833,4.4575,3.534224,74361600,3.64806662
2009-09-23,4.488333,4.565,4.314167,4.326667,3.43049,111838800,3.6847832800000004
2009-09-24,4.365833,4.3875,4.126667,4.18,3.314203,88407600,3.71633328
2009-09-25,4.149167,4.218333,4.0725,4.120833,3.26729,78145200,3.74154996
2009-09-28,4.163333,4.3625,4.1575,4.3325,3.435116,48109200,3.76498328
2009-09-29,4.358333,4.423333,4.278333,4.31,3.417276,73011600,3.7909666
2009-09-30,4.35,4.36,4.135833,4.254167,3.373007,98480400,3.8146666
2009-10-01,4.220833,4.23,3.925833,3.930833,3.116644,106536000,3.83769992
2009-10-02,3.82,3.946667,3.810833,3.880833,3.077001,89538000,3.85111658
2009-10-05,3.931667,4.081667,3.886667,4.048333,3.209807,69171600,3.8638332600000003
2009-10-06,4.139167,4.295833,4.13,4.225833,3.350542,76896000,3.8789166
2009-10-07,4.195833,4.269167,4.1725,4.2575,3.37565,79050000,3.89573326
2009-10-08,4.369167,4.431667,4.305,4.364167,3.460223,78579600,3.91654994
2009-10-09,4.364167,4.440833,4.333333,4.438333,3.519027,46399200,3.9344666200000002
2009-10-12,4.511667,4.553333,4.443333,4.4975,3.565938,42571200,3.9555499600000004
2009-10-13,4.4575,4.49,4.379167,4.465,3.540171,60387600,3.97319996
2009-10-14,4.6275,4.7075,4.5625,4.691667,3.719888,76630800,3.9938833
2009-10-15,4.6275,4.739167,4.616667,4.735,3.754246,60434400,4.012799960000001
2009-10-16,4.624167,4.683333,4.548333,4.633333,3.673636,73185600,4.0315333
2009-10-19,4.658333,4.794167,4.611667,4.750833,3.766799,73150800,4.0509333000000005
2009-10-20,4.7825,4.7825,4.596667,4.67,3.70271,91654800,4.07279996
2009-10-21,4.6475,4.808333,4.5325,4.543333,3.602278,93099600,4.0926333
2009-10-22,4.5275,4.716667,4.443333,4.671667,3.70403,94479600,4.11219996
2009-10-23,4.7225,4.7275,4.455833,4.5075,3.573867,127652400,4.13189996
2009-10-26,4.521667,4.668333,4.325833,4.359167,3.456259,122566800,4.1470333
2009-10-27,4.375833,4.416667,4.2625,4.293333,3.404061,122426400,4.16556662
2009-10-28,4.254167,4.296667,4.023333,4.033333,3.197913,130334400,4.1822333
2009-10-29,4.123333,4.3125,4.1,4.2875,3.399436,79713600,4.1968333
2009-10-30,4.254167,4.2825,3.900833,3.924167,3.111359,163779600,4.2101333
2009-11-02,3.979167,4.125,3.855,4.005,3.17545,164173200,4.21434998
2009-11-03,3.930833,4.066667,3.908333,4.050833,3.211789,125739600,4.2140333000000005
2009-11-04,4.15,4.243333,4.0475,4.065833,3.223682,130326000,4.2183333
2009-11-05,4.1625,4.310833,4.14,4.304167,3.412651,78327600,4.22406664
2009-11-06,4.23,4.374167,4.21,4.338333,3.43974,79237200,4.2306833
2009-11-09,4.4425,4.635833,4.435833,4.635833,3.675619,62114400,4.23896664
2009-11-10,4.605,4.681667,4.56,4.635,3.674958,82910400,4.2547833
2009-11-11,4.734167,4.799167,4.6425,4.706667,3.731781,89554800,4.27404998
2009-11-12,4.681667,4.765833,4.525833,4.564167,3.618796,97922400,4.29716666
2009-11-13,4.595833,4.695833,4.526667,4.639167,3.678263,81452400,4.31711666
2009-11-16,4.736667,4.905,4.729167,4.849167,3.844765,70759200,4.33896666
2009-11-17,4.810833,4.8675,4.750833,4.8625,3.855336,60363600,4.357399979999999
2009-11-18,4.851667,4.873333,4.761667,4.845833,3.842121,56280000,4.3763666599999995
2009-11-19,4.741667,4.7525,4.560833,4.6425,3.680906,98540400,4.39141666
2009-11-20,4.04,4.095833,4.008333,4.065,3.649928,73640400,4.389566660000001
2009-11-23,4.206667,4.3,4.18,4.203333,3.774136,71452800,4.393533339999999
2009-11-24,4.223333,4.235833,4.1175,4.215,3.784612,59002800,4.39403334
2009-11-25,4.248333,4.285,4.205833,4.269167,3.833248,46106400,4.3932
2009-11-27,3.929167,4.15,3.909167,4.063333,3.648432,65482800,4.38343334
2009-11-30,4.0525,4.119167,3.995,4.100833,3.682102,82401600,4.37526668
2009-12-01,4.22,4.296667,4.1925,4.2475,3.813792,67971600,4.3732500199999995
2009-12-02,4.254167,4.348333,4.224167,4.265833,3.830254,58404000,4.3691667
2009-12-03,4.300833,4.369167,4.150833,4.161667,3.736725,80853600,4.3654167
2009-12-04,4.333333,4.39,4.016667,4.234167,3.801821,122559600,4.3647667
2009-12-07,4.229167,4.294167,4.179167,4.213333,3.783115,49426800,4.3663667
2009-12-08,4.131667,4.154167,4.039167,4.08,3.663396,66080400,4.36573338
2009-12-09,4.0825,4.144167,4.014167,4.1225,3.701556,60139200,4.3602167199999995
2009-12-10,4.2,4.2475,4.175,4.1975,3.768898,47019600,4.35721672
2009-12-11,4.248333,4.2775,4.193333,4.258333,3.82352,53821200,4.35776672
2009-12-14,4.339167,4.36,4.283333,4.348333,3.90433,41520000,4.3681500600000005
2009-12-15,4.303333,4.358333,4.259167,4.294167,3.855695,38721600,4.37558338
2009-12-16,4.351667,4.389167,4.294167,4.323333,3.881882,43034400,4.37983338
2009-12-17,4.231667,4.256667,4.158333,4.1725,3.746451,53840400,4.38055006
2009-12-18,4.2425,4.2475,4.133333,4.236667,3.804066,48298800,4.37801672
2009-12-21,4.305833,4.408333,4.3,4.365,3.919294,35182800,4.37685004
2009-12-22,4.399167,4.440833,4.379167,4.4175,3.972501,31441200,4.37460004
2009-12-23,4.458333,4.469167,4.395833,4.456667,4.007724,28054800,4.3746167
2009-12-24,4.480833,4.531667,4.480833,4.526667,4.070673,14533200,4.37168336
2009-12-28,4.570833,4.578333,4.495,4.540833,4.083411,18194400,4.37055002
2009-12-29,4.580833,4.580833,4.516667,4.521667,4.066175,21056400,4.36968334
2009-12-30,4.473333,4.5275,4.469167,4.5075,4.053435,17800800,4.36598334
2009-12-31,4.535833,4.539167,4.375833,4.375833,3.935033,18962400,4.36105
2010-01-04,4.490833,4.6075,4.49,4.6,4.136618,28238400,4.35791666
2010-01-05,4.595,4.645833,4.541667,4.643333,4.175585,33206400,4.35926666
2010-01-06,4.63,4.685833,4.619167,4.655833,4.186826,44194800,4.357416659999999
2010-01-07,4.631667,4.725833,4.586667,4.710833,4.236286,43773600,4.35961666
2010-01-08,4.67,4.766667,4.643333,4.760833,4.281249,39685200,4.3655
2010-01-11,4.823333,4.834167,4.718333,4.779167,4.297737,39402000,4.37688332
2010-01-12,4.68,4.706667,4.583333,4.639167,4.171839,70981200,4.38801666
2010-01-13,4.675,4.795833,4.601667,4.758333,4.279,58323600,4.396433320000001
2010-01-14,4.745,4.82,4.736667,4.796667,4.313474,39696000,4.41174998
2010-01-15,4.773333,4.79,4.581667,4.635,4.168092,65668800,4.4285999799999995
2010-01-19,4.629167,4.808333,4.6225,4.801667,4.31797,42022800,4.43818332
2010-01-20,4.704167,4.71,4.5475,4.66,4.190575,70280400,4.44901666
2010-01-21,4.663333,4.710833,4.389167,4.408333,3.964258,137617200,4.45768332
2010-01-22,4.351667,4.395833,4.0975,4.115833,3.701223,138201600,4.45586666
2010-01-25,4.225833,4.2425,4.133333,4.176667,3.755929,71208000,4.448283320000001
2010-01-26,4.123333,4.250833,4.093333,4.121667,3.70647,68493600,4.43606664
2010-01-27,4.1125,4.201667,4.011667,4.180833,3.759676,97148400,4.4246833
2010-01-28,4.225,4.225,3.955833,4.0325,3.626285,97756800,4.417266639999999
2010-01-29,4.080833,4.165833,3.873333,3.885,3.493643,99787200,4.404149960000001
2010-02-01,3.975,4.074167,3.965,4.069167,3.659258,67242000,4.3874333000000005
2010-02-02,4.100833,4.246667,4.0525,4.225,3.799394,66903600,4.372416619999999
2010-02-03,4.168333,4.2275,4.1225,4.161667,3.742441,62972400,4.36094994
2010-02-04,4.0575,4.064167,3.768333,3.775,3.394724,109621200,4.361299939999999
2010-02-05,3.78,3.816667,3.565,3.793333,3.411211,148866000,4.3527666
2010-02-08,3.793333,3.864167,3.703333,3.7075,3.334023,94868400,4.3441666
2010-02-09,3.840833,3.945,3.75,3.848333,3.46067,140008800,4.336016600000001
2010-02-10,3.833333,3.8925,3.729167,3.824167,3.438938,90757200,4.33409992
2010-02-11,3.823333,3.965833,3.748333,3.951667,3.553595,85040400,4.32951658
2010-02-12,3.830833,3.9525,3.7825,3.9525,3.554344,89464800,4.3217332399999995
2010-02-16,4.045,4.154167,4.000833,4.140833,3.723705,54260400,4.3175499
2010-02-17,4.196667,4.220833,4.148333,4.2025,3.779159,67672800,4.31546658
2010-02-18,4.180833,4.3025,4.179167,4.278333,3.847354,51837600,4.312416580000001
2010-02-19,4.244167,4.354167,4.216667,4.311667,3.877331,51297600,4.312716579999999
2010-02-22,4.3575,4.36,4.274167,4.304167,3.870586,44547600,4.31723324
2010-02-23,4.270833,4.305833,4.1125,4.148333,3.730449,72362400,4.3209999
2010-02-24,4.18,4.273333,4.149167,4.250833,3.822623,52680000,4.3205998999999995
2010-02-25,4.075,4.250833,4.039167,4.245,3.817378,78308400,4.31713324
2010-02-26,4.2575,4.29,4.175,4.25,3.821875,48735600,4.3154999
2010-03-01,4.3125,4.403333,4.305833,4.385833,3.944025,42188400,4.31568324
2010-03-02,4.4475,4.493333,4.409167,4.43,3.983742,44275200,4.317599899999999
2010-03-03,4.471667,4.525,4.414167,4.441667,3.994235,53859600,4.3223999
2010-03-04,4.463333,4.496667,4.4075,4.478333,4.027207,36088800,4.32681656
2010-03-05,4.570833,4.680833,4.531667,4.6675,4.197318,40521600,4.332116559999999
2010-03-08,4.678333,4.705833,4.651667,4.673333,4.202563,27522000,4.33769988
2010-03-09,4.6275,4.765833,4.626667,4.699167,4.225794,43633200,4.34108322
2010-03-10,4.711667,4.801667,4.6975,4.765,4.284996,48385200,4.3456999000000005
2010-03-11,4.74,4.8275,4.69,4.818333,4.332957,38838000,4.34908324
2010-03-12,4.889167,4.895,4.788333,4.830833,4.344198,48924000,4.35524992
2010-03-15,4.804167,4.84,4.721667,4.821667,4.335955,45910800,4.3618666
2010-03-16,4.870833,4.961667,4.8325,4.950833,4.452109,46935600,4.3685666
2010-03-17,4.999167,5.09,4.99,5.043333,4.535291,37910400,4.3787332800000005
2010-03-18,5.045833,5.065,4.9725,5.014167,4.509064,39668400,4.38774994
2010-03-19,4.930833,5.070833,4.886667,4.930833,4.434124,44769600,4.3937666
2010-03-22,4.853333,5.055833,4.845833,5.025,4.518805,43524000,4.39819992
2010-03-23,4.9375,5.029167,4.8875,5.02,4.620903,47023200,4.40354992
2010-03-24,4.959167,5.008333,4.918333,4.940833,4.548031,52588800,4.4062666
2010-03-25,5.0425,5.098333,4.895833,4.91,4.519649,56316000,4.4135165999999995
2010-03-26,4.9375,5.0075,4.841667,4.915,4.524251,63303600,4.4187666
2010-03-29,4.980833,5.025,4.954167,4.998333,4.600959,34329600,4.42348326
2010-03-30,5.0175,5.066667,4.9475,5.010833,4.612466,38167200,4.4283666
2010-03-31,4.951667,5.0325,4.914167,4.96,4.565675,41473200,4.4348166
2010-04-01,5.055833,5.1175,4.975833,5.068333,4.665394,49788000,4.441849919999999
2010-04-05,5.128333,5.210833,5.085833,5.205,4.791195,27745200,4.45114992
2010-04-06,5.161667,5.2725,5.1425,5.245,4.828016,35377200,4.46734992
2010-04-07,5.215833,5.2475,5.083333,5.154167,4.744405,63921600,4.48714992
2010-04-08,5.0975,5.225833,5.049167,5.2025,4.788896,44210400,4.50663326
2010-04-09,5.2375,5.31,5.204167,5.3,4.878644,35521200,4.52913326
2010-04-12,5.324167,5.370833,5.305833,5.336667,4.912396,32072400,4.5511166
2010-04-13,5.320833,5.370833,5.235,5.345,4.920066,31603200,4.5759166
2010-04-14,5.406667,5.528333,5.380833,5.525,5.085757,30331200,4.60454994
2010-04-15,5.5,5.5775,5.494167,5.545833,5.104933,29269200,4.6325332800000005
2010-04-16,5.491667,5.515833,5.200833,5.286667,4.866371,90853200,4.65899996
2010-04-19,5.238333,5.3425,5.155,5.33,4.90626,56596800,4.68261662
2010-04-20,5.431667,5.4875,5.3775,5.475833,5.040497,36062400,4.71564996
2010-04-21,5.486667,5.525,5.368333,5.460833,5.02669,44731200,4.7495166399999995
2010-04-22,5.34,5.535833,5.25,5.5125,5.07425,59278800,4.77949998
2010-04-23,5.508333,5.636667,5.465833,5.623333,5.176272,49657200,4.81299998
2010-04-26,5.64,5.675,5.550833,5.5675,5.124877,42423600,4.8493333199999995
2010-04-27,5.475,5.5625,5.145,5.171667,4.760513,90979200,4.88221666
2010-04-28,5.258333,5.323333,5.145833,5.280833,4.861001,89214000,4.9064833199999995
2010-04-29,5.383333,5.516667,5.375,5.48,5.044333,42943200,4.93021664
2010-04-30,5.4875,5.504167,5.201667,5.21,4.795799,66883200,4.95634998
2010-05-03,5.275833,5.445833,5.255,5.406667,4.976831,40921200,4.9769833
2010-05-04,5.220833,5.225833,4.940833,5.021667,4.622438,67262400,4.994249959999999
2010-05-05,4.880833,5.051667,4.808333,4.915833,4.525018,65911200,5.00644996
2010-05-06,4.845833,4.9425,3.466667,4.421667,4.070139,129265200,5.01976662
2010-05-07,4.375,4.5225,4.0225,4.2025,3.868396,100494000,5.02576662
2010-05-10,4.7375,4.8225,4.631667,4.768333,4.389245,79014000,5.03536662
2010-05-11,4.638333,4.921667,4.610833,4.739167,4.362398,72963600,5.04188328
2010-05-12,4.801667,4.965833,4.775,4.945833,4.552633,45466800,5.04896662
2010-05-13,4.915,4.985,4.7525,4.7725,4.393082,50678400,5.0578332800000005
2010-05-14,4.658333,4.6875,4.379167,4.506667,4.148383,85371600,5.06173328
2010-05-17,4.5425,4.586667,4.25,4.515,4.156052,70009200,5.06116662
2010-05-18,4.625833,4.666667,4.280833,4.331667,3.987294,87229200,5.06011662
2010-05-19,4.255,4.3725,4.083333,4.2475,3.909818,104214000,5.05266662
2010-05-20,3.984167,4.028333,3.753333,3.760833,3.461842,162824400,5.03811662
2010-05-21,3.586667,3.955833,3.56,3.911667,3.600685,135914400,5.01504996
2010-05-24,3.87,3.9575,3.765833,3.775,3.474883,76162800,4.99466662
2010-05-25,3.5,3.789167,3.4225,3.781667,3.48102,80966400,4.96858328
2010-05-26,3.865,3.97,3.6925,3.726667,3.430393,85789200,4.94846662
2010-05-27,3.9425,4.113333,3.898333,4.1,3.774046,58806000,4.92733328
2010-05-28,4.088333,4.095,3.893333,3.965,3.649778,73153200,4.90818328
2010-06-01,3.839167,4.013333,3.7275,3.738333,3.441131,72601200,4.88634996
2010-06-02,3.803333,4.035,3.75,4.031667,3.711145,53204400,4.8653499600000005
